,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
37,30002.684024299044,1,1,2,24,-1,-1,-1,-1,-1,-1,11431.538223847228,-1833.5042904923196,-1605.8693431277752,1883.8044761192052,-2949.870429792328,-1509.4168144660384,5098.566543260302,1050.351408566349,899.1726877356476,-336.09475121128423,933.5289813402376,1705.5223556747326,0
38,49422.22411509577,2,1,2,30,-1,-1,-1,-1,-1,-1,10155.640569608096,13043.766978996446,11989.063428059671,12322.73384841678,15035.64791268068,16788.73131613272,7982.394518185096,13043.947329655672,14187.738493367748,14967.69017829447,16198.215126646925,-181.3969006802746,0
39,46819.5635437722,2,2,1,35,0,0,0,0,-2,-2,3558.1163423445487,5791.959992222994,6121.510598383411,111.85394542835164,-4517.501254181119,-2908.283525268413,1296.3275659354342,1366.520948160221,149.13468297266712,-134.8858482043992,300.1463275161032,49.000640441688695,0
40,52161.41328420383,1,2,2,52,0,0,0,-1,0,0,49512.42682521914,45697.74744982825,36963.398911804106,5161.787971261872,13210.995982513225,19719.552279668227,7311.037949801903,8949.444358760737,14514.885474319835,9884.357625547818,8132.607878948262,1342.5834624186728,0
41,87917.58660438434,2,1,2,22,0,0,0,0,0,0,62914.655643853424,66055.21154851127,59060.346312467496,60584.18786951522,47536.63534773791,34343.43389766652,1919.725262699875,5380.447241980574,1186.8033811462983,2275.4554115207875,3725.0381623294375,15844.399341944963,0
42,35408.093241977345,1,2,1,41,0,0,0,0,0,0,23270.361219176557,30314.18019254761,33811.11964020707,26370.02580459022,13597.186028073356,-1068.0487527044909,1113.614638486289,5792.121191146947,1679.0316809800977,741.0178091681457,388.5898272824204,366.7220231572266,0
43,47577.09654516648,1,2,2,32,0,0,3,2,2,2,11780.696394052524,22912.176393892994,13051.964650626604,21806.911532657447,21537.573177667087,22045.704063132085,4540.221582475368,-486.68947086866285,-557.2248599788587,1815.2969276290328,406.75435922382417,-950.4766873084352,1
44,80103.5453118197,1,2,2,29,0,0,0,0,3,2,53023.21680460326,48455.074431369874,47772.93555034566,53930.29273006174,61880.11110187542,54461.31147437221,2264.578538286223,1633.2686095213378,6487.21804329523,-456.2766506771562,-198.53911635923416,1104.4241809921782,0
45,60076.58166384386,2,2,2,28,0,0,0,0,0,0,59369.854282535685,48382.036809522106,39579.06933768681,46308.41947642832,41621.8693671298,44467.60702724628,1784.653941430346,2972.6006395674567,2389.455136972097,2331.1762157523885,296.5429141940984,2470.833195850845,1
46,120344.5414140314,1,3,1,39,0,0,0,0,0,0,84464.16257273396,91398.5227847432,90825.08916818122,89901.75935499546,95077.15390769542,81192.65026102978,5704.603111257278,2146.069082708976,5374.040837644144,10686.775585060004,2795.1273538664327,13891.596558406283,0
47,112555.644686706,2,3,2,45,0,0,0,0,0,0,46314.03997380473,46324.16592117903,48220.88309549395,47369.04450688776,1575.655572720629,44521.54834104022,2065.1798418552294,2544.788670696357,3107.967729037811,2039.275541241917,-406.0398009619431,2214.779605820911,1
48,97287.42235751131,2,2,2,25,-2,-2,-1,0,0,0,-1693.4445724268085,-1645.8901755877469,-2350.670831223684,57411.37257491722,60550.39238717616,64872.16511694253,1734.3125746669198,3482.538839390172,58267.34635267752,1547.6913936882654,4650.731834230648,2304.2466141451523,0
49,50698.79620177687,2,2,1,52,0,0,0,0,0,0,46228.77441627386,48191.2688530978,33189.562146148004,36439.117355974944,18889.897047531183,17215.135803379486,3020.53073216486,2501.3046123154613,919.1047230301848,1352.936074946128,1213.6108545521777,300.4325537227761,0
50,17516.75539036683,2,3,1,27,0,0,0,2,0,0,7505.566812958169,19883.876012612825,23709.883078975647,16965.095734086164,19830.82182510609,20098.11598385235,2550.201202768806,4147.606312057102,-295.7274362226472,-314.2215529422534,-1.5034184856014008,2112.333346457593,1
51,84030.08253205055,2,2,1,55,0,0,0,0,0,0,76220.42668439916,31630.587702521025,26338.07476944568,34183.13739862098,24380.26657812187,20370.03159330316,1915.756712696956,1093.0814674991143,1699.155551990562,970.3792359953562,2334.241177752321,582.9466924717242,0
52,23126.075551739767,2,2,2,32,0,0,0,0,0,0,8086.173780337458,12898.081361685954,13785.369697553646,14254.3080917899,10747.889608997884,741.1587323172264,1717.516893563124,2506.124695105813,1725.5786838613903,1265.1773207639158,1228.186173219242,-407.6114104149608,0
53,112143.96046310136,2,3,2,29,0,-1,-1,-1,-1,-2,7384.551961892896,1189.6818878281847,2937.820425631869,5905.942187548595,3338.2900314284784,1216.0958197802988,2809.6010953137406,901.8161567991262,2365.4933923388594,-926.1740165053508,-532.533232509004,1328.3783509275254,0
54,45794.87970171085,1,1,2,28,0,0,0,-1,-1,-2,47267.46945623364,51113.297546074056,4124.163366532566,4586.480982148806,-3342.1403166828254,2969.601347281936,2467.9761009026306,-1188.4053812051425,4952.512503664862,49.2241290956612,-212.97814972199976,8747.100678747494,0
55,32147.26098978605,2,2,1,34,-1,-1,2,-1,-1,3,4441.222891135921,2607.546151677337,823.1031401563929,1148.8398425055373,-1993.8060258868168,2037.8804150833107,887.691320047284,2139.3095666526888,152.6874385905108,847.6704744369463,-351.1745452568673,-507.5061142356622,1
56,56321.18916373757,1,2,1,37,0,0,0,-1,-1,-1,6985.593009238995,15228.444993314955,-1324.2848581810526,13728.016328262467,12069.68088092243,15306.759881119937,4333.005330521004,1114.4217837796157,15887.651723051737,5613.671892700908,15837.60336649766,8132.8570017185075,0
57,71101.51780191812,2,1,2,35,0,0,0,0,0,0,74707.09519234687,61442.14210266585,71175.72465335905,48548.7090657954,45546.59551668938,46014.98217270402,4152.435776127679,4745.169009575392,8496.918611971729,2306.237281920923,1586.096488799678,3035.7379819216344,0
58,23870.70746929617,1,2,1,58,-1,-1,2,2,-1,-1,17567.649001806996,20434.01906503134,-1610.7596336555696,2871.351403617102,28196.20532774893,4053.47883698781,21897.250485243312,-1413.0333730294676,508.2244016182207,29298.52799172942,1228.603486182979,158.81972656643816,0
59,57399.70850319602,2,2,1,29,0,0,0,0,0,0,55806.56113208518,62775.419904736,61556.31892870806,58806.10516869126,60869.56100760393,53909.25218528741,2141.4094251575234,3020.206757005919,2353.9551571356155,1812.0413743133176,2694.7517936279337,1000.5302064385684,1
60,36582.49360255975,2,1,1,23,0,0,0,0,0,2,16250.855010069828,28182.66657837654,27859.062613052654,26051.17096745371,25240.75344390788,19951.787588947947,2111.7554735912017,2954.1621088094385,1132.0574583474584,3077.8995175246428,-301.7692391886072,1853.8071488597773,0
61,131279.42927018745,2,2,2,29,-1,-1,2,0,0,-1,-249.98582555679627,6852.291477505287,112.98867582531886,-1913.0229083766549,-4118.096150843248,-1888.637928853284,1144.00401740004,546.5007019944994,-51.06980496661864,-11.293196727074957,2278.625224791169,-573.396177398857,0
62,45252.57360495306,1,1,2,21,0,0,0,0,0,0,11343.407394297232,17648.715607434155,14951.169372027773,15219.856960737648,18411.724309513596,20404.977371964444,972.722585709333,1447.3042917701264,65.25066459867776,1224.8791875401707,792.7628091470003,360.545625805064,0
63,21378.7229153381,2,2,1,36,-1,-1,-1,-1,-1,0,9072.548644569892,-797.215451105902,3323.1938989584546,322.24594904397446,1841.6906428446944,-6864.101046653396,436.7041104436746,-1193.995327665198,168.24534803910208,1586.295895133853,434.4167392678179,2052.9075256824044,0
64,17560.460898756523,2,2,2,44,0,0,0,0,0,0,20819.14262861754,17607.646628621915,18565.436069467803,17611.436124290452,14816.993202122329,16508.160891302603,2529.411690021905,177.24220700522187,2697.62362473268,1360.817464068051,1676.8202785166714,-33.69225468558511,0
65,59049.181970079866,2,1,2,42,0,0,0,0,0,0,10026.299409061936,10737.17360609898,16654.193810170298,14214.461766517998,18715.347271866656,17596.20751684382,1431.8255240033116,2612.533348154816,4725.370251377371,1859.0000218521689,1616.2574706646724,600.3866957261646,0
66,34159.286563981805,2,2,1,38,0,0,0,-2,-2,-2,30704.00308463673,18839.889879958988,-5172.847667659866,-3772.557127644821,846.847926416395,1118.4092694965664,502.18873023970536,755.8607947725193,221.05415579748995,179.79910767077038,-112.62450954861744,478.12265577766937,1
67,47336.68623714742,1,1,2,44,0,0,0,0,0,0,50963.9890684095,30754.212803875693,33162.105397862906,29489.23553962472,32877.83707283539,28315.758216764392,841.9150043704592,1206.6887908635715,969.3825923034424,1384.1128674806578,1286.407899821548,1793.7675618068545,0
68,81949.67786159697,2,2,1,28,-1,-1,-1,-1,-1,-1,7182.588954252787,2329.926423344135,-1889.9760796973592,8068.4038242990355,3423.027347780964,-1515.7678424609444,2287.92947630995,-136.00768260114592,3034.806319891123,4561.535887142382,1183.058286664557,5321.236146718007,0
69,28400.84139325036,1,1,2,36,0,0,0,0,0,0,10348.173731626262,9651.089852531204,16017.820375649562,17638.443910070502,15167.765869077615,17929.119101312357,3208.180599688042,2538.1466791866487,2255.119182362904,1740.214814469429,1802.443068405936,2184.341108758096,0
70,52763.46212352937,2,2,2,51,0,0,0,0,0,0,44096.18964680609,44298.15019776445,45600.48775152404,47720.49254366028,45966.10133924128,52057.80851592388,1766.711477540798,1537.0975680217152,679.4573345056954,923.2656891003776,534.1594820030449,123.52442100807548,0
71,75821.54921540353,2,1,2,23,0,0,0,0,0,0,48096.77444394284,37545.79877010887,32728.25783177047,33712.44765896797,32201.478702961253,26806.231501819148,996.2429710005508,2965.8148059822306,976.7199239711056,877.748262535928,252.1914567657825,527.9663546441107,0
72,115055.66728141968,2,2,2,23,0,0,0,0,0,0,90122.57651010295,89993.97684972198,85701.22696528588,88763.18045773014,89984.91525876289,87614.01294205729,3147.0635679080324,5112.534253147113,1968.2179832403976,2779.664015767366,4031.565269169492,2624.837074499999,0
73,46666.18424434244,1,2,2,23,-1,-1,0,0,0,0,616.1223880258517,17908.7502467619,16111.402225812191,12057.988731759098,6576.909073172911,7205.141099465747,18984.73079285122,355.9291528052685,149.93508790194818,865.5782048073906,1028.0640532056286,535.6942177889996,0
74,5293.359186613112,2,2,2,23,0,0,0,0,2,0,4730.658533354621,6637.391886491004,8379.435109762991,10828.141350634838,13041.057641528456,8850.014411791304,1728.5105515960786,2649.701139543584,1097.7983534310083,-568.1256924861158,755.9435630450197,1915.9359765523425,0
75,40038.00033445125,2,2,1,23,0,0,0,0,0,2,40932.85196671814,42958.34110811326,41363.36207590982,37791.74303688598,41377.012927452764,35407.933090241204,1883.3471693745605,3862.42874068166,1604.1330458437726,2630.8056704546816,526.2594707446249,4079.6054299911,1
76,49440.180975306335,2,2,1,36,0,0,0,0,0,0,6137.747861784448,7772.032115761393,7172.394777932146,10388.35193700262,8589.069655957795,9919.049875801476,1471.6595224569971,16.863255097326373,930.5690208895412,1563.9243717551074,250.9467364025569,-545.6213963809734,1
77,56776.91860080441,2,2,2,41,0,0,2,0,0,0,42257.583551681215,48477.24850846904,51226.2426967801,48576.34740127826,18864.82397380274,22096.604848803927,4346.710674001629,94.55980687564102,3346.0710362732816,-404.85475929522863,992.8118876114332,776.240696673321,0
78,82680.16513842667,2,2,1,42,0,0,0,0,-2,-2,82817.07366158073,78605.55417631415,81154.11453545853,-3288.829427822536,-4927.396095270588,2087.657595519212,4103.712935408182,5035.026456124318,-636.6656689340131,480.6247307110266,686.1370769979426,-61.62464273288808,0
79,127684.12741355567,1,2,1,45,0,0,0,0,0,0,49839.02417996596,47957.51204523737,45904.0825087021,46334.84275607581,38112.71281051253,41674.3871349332,1199.8879341584748,2912.7759847981783,189.2594890898779,2877.0073277993206,316.926702418927,3915.838071058705,0
80,51794.22444085078,1,3,1,35,0,0,0,0,0,0,68460.60901555822,76328.14819153147,76512.28191142925,70850.92148346276,62613.00514236071,58424.34999869443,2935.616484134749,4598.793527405535,3655.1512604826,3580.692012059468,2578.142955878549,2044.3574967567256,1
81,63415.33002400168,1,1,2,29,0,0,0,0,-2,-2,59363.67060066778,53197.096917586496,51564.92699142669,-3442.0403439442434,-553.293755591989,25.10846568567996,2145.7477327432616,3573.1323660690323,182.11022181138648,-263.671391924489,522.3967151957835,-469.6716382433999,0
82,45113.483725472506,1,3,2,37,0,0,0,0,0,0,45985.41706953554,45247.2011436144,34671.586779075275,20122.024883587797,19395.81328044891,16320.431843494294,2058.7641040347626,2182.801497486012,1639.678600691984,634.6240579990409,957.6861194291848,609.6642326627779,0
83,52126.45667094588,1,2,2,45,0,0,0,0,0,0,28091.303949866146,28839.947592125427,16332.873456524034,20443.9552114437,21091.48022980381,15798.139136873277,902.4434513241628,1909.062826655032,1813.0004654513125,6374.159183998167,154.23955843660465,4281.33726226974,0
84,118674.34671575206,1,1,2,33,0,0,0,2,0,0,39439.87617593636,23401.091551746616,34989.633622889494,12736.303813037792,9553.37552697289,-2431.111596214655,848.5154278452037,3148.3038270355974,338.2987216520621,278.49520356409914,1381.8440459036967,2377.7260370413646,0
85,97705.92516081833,1,2,1,36,0,0,0,0,0,0,75420.23614714682,35295.6470430565,80043.46945308236,39254.97197540692,47352.03891803719,22017.96167854851,2240.503338553719,1935.3335916771769,4277.866089498199,21487.82438765865,1597.4085292443565,-75.27583563072695,0
86,29770.935056093123,2,2,2,22,0,0,0,0,0,0,27718.560891815177,15699.401731207525,24499.0107238533,18599.506965825654,23513.969731924983,30314.722808396626,1645.8087928825837,1073.8147165264731,2020.3864576055,582.687055128921,1215.780009403201,248.34662659504784,1
87,95303.96123684489,1,2,2,27,0,0,0,0,0,0,43673.14070260421,41226.42448699641,43057.3428986579,44659.18446840338,50938.927737549166,55397.11430362231,2468.258748593116,2538.753862432088,1443.3905016976985,2222.585230640635,4043.720185958721,-423.8433292254526,0
88,53081.430821997084,2,2,1,23,0,0,0,0,0,0,44241.83181843145,48880.85775005961,52826.31955368707,47259.430067057736,24093.85824847244,29644.269283968577,1769.999133602517,2520.586189490252,1841.9512831500583,365.48819409274654,65.4627818550797,559.5225814729665,0
89,31044.37045959187,2,1,1,23,-1,-1,-1,-1,-1,-1,6575.740789391887,4056.98432708139,6500.651738487029,4334.113748967759,2771.29039376332,5010.386059202374,2757.166247436927,3601.100482219364,1504.2971896713966,2209.066571374551,-136.82203769997375,-545.0007976575769,1
90,83294.49750854411,2,3,2,33,0,-1,0,0,0,0,48571.12334567021,12801.827280900075,13230.985916167348,15472.746607956546,14953.40143418884,19970.89024737146,11264.149698421204,7483.177975058303,3257.8166976703064,1063.005020502682,1650.609878957736,1351.7885627139035,0
91,48091.74293965677,2,2,2,36,0,0,2,0,0,0,25283.26978896851,29908.964959858327,20892.66703509443,25807.77826617425,31298.0980817324,35605.35386339245,4330.793275283991,-433.77801363361823,2193.9949085068997,3023.300756774193,2688.630172200732,2138.550707213088,1
92,56429.95610549951,2,2,1,33,0,0,0,0,0,0,50171.54138951307,49497.07751354694,44357.98000930205,17320.59100035571,14237.63416392978,13836.38801511486,1694.3686233847793,367.8095244016768,401.1204031881308,5217.2324911680935,1544.2872892615933,-271.3096587301717,0
93,134663.0666639954,2,2,2,23,0,0,0,0,-1,-1,13610.339587476066,22623.68071543314,13889.209750866848,19517.015097481744,3718.519372453081,13055.332340255192,10962.96460103902,7221.69168202579,5055.82508913823,3734.856735820908,10209.74892254309,6827.89506379966,0
94,18000.20764303721,2,5,1,25,0,0,0,2,0,0,16697.669728918827,22732.32390324539,21061.20539341057,21823.740328900563,15918.120886520835,21787.97483222168,1849.5206963892424,2874.437319646275,970.6148734139588,735.0234099005376,336.5881025006612,3702.9850433574015,0
95,76859.63290564233,2,2,2,30,-2,-2,-1,-1,0,0,38386.81925100036,29348.646850488796,3189.60701129314,52018.57915994707,54725.59746487381,57084.095058299295,2030.6399743367767,1406.1816097816595,56598.307263330295,464.5186970187806,2849.3328026670592,4590.408215302169,0
96,26657.1238012295,2,3,2,30,-2,-2,-1,0,0,-1,-3018.339602812539,-1349.6911607666184,17664.150095304292,20007.86442313745,19819.28266901668,7041.192127178745,1307.2526089797188,21332.208395318237,1187.7164778606475,662.2096002921896,3827.927985214166,60.84416797748981,0
97,52812.37403602863,1,2,1,50,0,0,0,0,0,0,47237.94417451209,45579.320123016165,49835.24354694128,43642.90291868863,18451.09784588413,17728.82454714135,2121.2133755725317,748.8835326344758,2139.241567829246,-530.8338068002804,946.5548139127712,-229.3107972376837,0
98,44119.75431735142,2,2,1,40,0,0,0,0,0,0,29129.718227447687,21897.15213745664,16283.462233329315,18560.117194222905,12174.846471482037,11624.476555720768,1634.6698095921504,1507.7358963547924,1777.5924864281062,-406.57761662970086,404.2028880192021,322.9667490100166,0
99,49326.84068887631,2,2,1,21,0,-1,0,0,0,0,16289.769042332382,44597.96639512184,52301.51557802528,45628.33457426973,45128.61012677682,42188.961983732406,52042.86430043616,4256.408300339714,1912.7485164534517,1660.522851877207,1373.3206384832667,1351.4330280400247,0
100,53675.2092957047,2,3,1,44,-1,-1,-1,-1,-1,-1,739.9029971163077,-2097.8719694708097,-1502.248827642503,-2354.3766637353483,723.8674212112905,3409.631869929513,-394.2351657862072,1195.279727833083,1351.4418847446914,3305.355059815287,1106.1173607429732,2072.628102447142,0
101,21920.111006439965,1,2,1,40,0,0,0,2,0,0,14663.457488609034,11882.724886230655,14589.731850785878,16469.32508789424,16051.827627520925,15517.080199618242,2161.0419644524754,4023.595457737818,1201.6531876691363,1940.219963500659,1510.1246927574784,1883.6465103157532,1
102,126205.65924684628,2,1,1,38,0,0,0,0,0,-1,53062.269350092654,32088.15745618525,24205.68931698413,29364.87140619437,31034.428056184428,12864.931240849366,10276.31231049951,4717.643677448808,4616.057973677261,7325.922530881108,14845.225171784015,2193.814278149797,0
